english_text,uzbek_text,label
i feel so blessed and honored that we get to be its parents,Men uning ota-onasi bo'lganimizdan juda baxtiyor va sharafli his qilaman,1
i slept deeply and still feel energetic and very well today,Men chuqur uxladim va bugun ham o'zimni baquvvat va juda yaxshi his qilyapman,1
i just feel like i dont like supporting walmart because maceys has such good family values and is closed on sundays and isnt trying to take over mom and pop stores but i have to be a smart consumer too,"Men Walmartni qo'llab-quvvatlashni yoqtirmayman deb o'ylayman, chunki maceys yaxshi oilaviy qadriyatlarga ega va yakshanba kunlari yopiq va ona va pop-do'konlarni egallashga harakat qilmaydi, lekin men ham aqlli iste'molchi bo'lishim kerak.",2
i am wondering though is if i m content with feeling so much discontent,"Men juda ko'p norozilikni his qilishdan mamnunmanmi, deb o'ylayman",0
i feel regret for my beloved city,Men sevgan shahrim uchun afsusdaman,2
i feel pretty in transition,o'tish davrida o'zimni go'zal his qilyapman,1
i knew that if we werent giving thanks its because i wasnt feeling very thankful either,"Agar biz minnatdor bo'lmasak, buni bilardim, chunki men ham minnatdor emas edim",1
i just feel like supporting them,Men ularni qo'llab-quvvatlamoqchiman,1
i was feeling very depressed everyday in the midst of having my dream life,Men har kuni orzu qilgan hayotimni o'rtasida juda tushkunlikka tushdim,0
i have some feelings i would like to share with you the valued reader,"Menda ba'zi his-tuyg'ular bor, men siz bilan baham ko'rmoqchiman, aziz o'quvchi",1
i feel like all this allergen free cooking is making me way better prepared for christmas because now i have recipes that will accommodate all my family s restrictions,"Menimcha, allergensiz pishirish meni Rojdestvo bayramiga yaxshiroq tayyorlaydi, chunki endi menda oilamning barcha cheklovlariga mos keladigan retseptlar bor.",1
i feel bad about that but this last years i started to realize no matter how many friends i have or know it doesnt matter im still a loner,"Men bundan xafa bo'ldim, lekin so'nggi yillarda men qancha do'stlarim bo'lishidan qat'i nazar, bu muhim emasligini tushuna boshladim.",0
i cannot help but feel that my life is a series of not so unpleasant accidents stumbling about trying to do the right thing,Mening hayotim to'g'ri ish qilishga urinishda qoqilib ketadigan unchalik yoqimsiz baxtsiz hodisalardan iborat ekanligini his qilolmayman,0
i was feeling somewhat defeated and completely at a loss of what to do next,Men o'zimni biroz mag'lubiyatga uchragan va keyin nima qilishimni butunlay yo'qotgandek his qilardim,0
i feel the frames could give the works an elegant appearanc ewhich i am more interested in after movign on from the images created in my final drawing assessment,"Men ramkalar asarlarga nafis ko'rinish berishi mumkin deb o'ylayman, bu meni chizmachilikning yakuniy bahosida yaratilgan tasvirlardan ko'chib o'tgandan keyin ko'proq qiziqtiradi.",1
i feel like im supporting myself and doing ok on my own and i am hesitant to include anyone new in the equation at least romantically,Men o'zimni qo'llab-quvvatlayotganimni his qilyapman va o'zim yaxshi ish qilyapman va men hech bo'lmaganda romantik tarzda tenglamaga hech kimni kiritishga ikkilanyapman.,2
im sat here feeling rather pleased with myself that my bathroom and bedroom are all clean and tidy and trying to work out what to wear to a uv paint party this evening,"Men bu yerda o‘tirdim, o‘zimning hojatxonam va yotoqxonam toza va ozoda ekanligidan juda mamnunman va bugun oqshom uv bo‘yoq kechasiga nima kiyishni o‘ylab ko‘rmoqchi bo‘ldim.",1
i just feel more and more like not caring about what people think of me as long as im happy with myself i love you and your personality and everything,"Men o'zimdan mamnun ekanman, odamlar men haqimda nima deb o'ylashiga e'tibor bermaslikni tobora ko'proq his qilyapman, men seni, sizning shaxsiyatingizni va hamma narsani yaxshi ko'raman.",2
i think we ve all known the tyrant he dedicates his whole life to making money so he can use it to feel superior and control those in his life,"O'ylaymanki, biz hammamiz zolimni bilamiz, u butun hayotini pul topishga bag'ishlaydi, shunda u o'zini o'zini ustun his qilish va hayotidagilarni boshqarish uchun ishlatishi mumkin.",1
i can t believe i feel so petrified,Men o'zimni juda g'azablangan his qilishimga ishonmayman,4
i am feeling completely mellow and perfectly calm,Men o'zimni butunlay yumshoq va juda xotirjam his qilyapman,1
i feel like im almost uh afraid of everything so to speak,Men o'zimni deyarli hamma narsadan qo'rqqandek his qilyapman,4
i feel writing to sell to pander to popular taste just to make money is a sucker s game,Men o'zimni mashhur didga sotish uchun yozishni faqat pul ishlashni his qilyapman,1
i woke up today feeling just as thankful,Bugun men ham xuddi shunday minnatdorchilik hissi bilan uyg'ondim,1
i dont think i misinterpreted at all helped me feel more assured about the sort of work i had been doing and continued to do,"Men noto'g'ri talqin qilganim, men qilgan va davom ettirayotgan ishim haqida o'zimni yanada ishonchli his qilishimga yordam berdi deb o'ylamayman.",1
i remember feeling awkward and strange during my first few weeks,Birinchi haftalarda o'zimni noqulay va g'alati his qilganimni eslayman,0
i found it really sad here are people feeling unhappy because the expectations they have about marriage and relationships are based on ideas that dont seem to connect with their real lives,"Men bu erda odamlar o'zlarini baxtsiz his qilishlarini juda achinarli deb bildim, chunki ularning nikoh va munosabatlar haqidagi umidlari ularning haqiqiy hayotlari bilan bog'liq bo'lmagan g'oyalarga asoslangan.",0
im slow about this but it does feel weird returning to a home without your mum anymore,"Men buni sekin qilyapman, lekin endi onangsiz uyga qaytish g'alati tuyuladi",4
i was still feeling ok energy and distance wise etc it was just so slow and this was frustrating me a lot,Men hali ham energiya va masofani yaxshi his qilardim va hokazo bu juda sekin edi va bu meni juda xafa qildi,1
i feel excited just imagining it,Men buni tasavvur qilishdan hayajonlanaman,1
i feel hated betrayed paranoid childish and hurt,Men nafratlangan xiyonat paranoyak bolalarcha va xafa his qilaman,0
i got high in the pleasing feelings that appear deceptively benevolent like convenience or comfort,Men qulaylik yoki qulaylik kabi aldamchi darajada xayrixoh ko'rinadigan yoqimli tuyg'ularga ega bo'ldim,1
i feel very privileged to know each and every one of you,Men har biringizni bilishdan juda sharafli his qilaman,1
i feel im ugly i feel that i dont deserve to exist in this world,"Men o'zimni xunuk his qilyapman, men bu dunyoda mavjud bo'lishga loyiq emasligimni his qilyapman",0
i smile i feel gorgeous,"Men tabassum qilaman, o'zimni ajoyib his qilaman",1
ive spent years feeling resentful and trying to curb that feeling of resentment,Men ko'p yillar davomida xafagarchilikni his qildim va bu xafagarchilikni jilovlashga harakat qildim,3
i am feeling a bit restless these days,Shu kunlarda o'zimni biroz bezovta qilyapman,4
i feel after a horrible winter,Men dahshatli qishdan keyin his qilyapman,0
i cannot describe how happy i feel an emotional may sophat a year old patient from kandal said in the recovery room,Kandaldan kelgan bir yoshli bemorni sog'lomlashtirish xonasida his-tuyg'ularimdan qanchalik xursand bo'lganimni tasvirlab bera olmayman.,0
i am feeling a little homesick for colorado,Men Kolorado uchun uyni sog'indim,0
ive been feeling like im running on empty and fearful that ill get my usual progression of sinus infection to walking pneumonia so ive been pounding the a href http www,"Men o'zimni bo'sh yugurayotgandek his qildim va qo'rqib ketdim, bu mening odatdagidek sinus infektsiyasining yurish pnevmoniyasiga aylanishidan qo'rqdim.",0
i hope that the next quote will be able to let my special someone knows what im feeling insecure about and understand that no matter how much i trust,"Umid qilamanki, keyingi iqtibos mening maxsus odamimga o'zimni nimada ishonchsizligimni bilishiga va qanchalik ishonmasligimni tushunishga imkon beradi",4
i feel hopeful and excited that this will only get better and more fun as we go,"Men umid va hayajondaman, bu biz borar ekanmiz yanada yaxshi va qiziqarli bo'ladi",1
i feel good players can play with each other whether they have to play on the right or left of the centre back role,"Men o'ylaymanki, o'yinchilar markaziy himoyachining o'ng yoki chap tomonida o'ynashlari kerakmi, bir-birlari bilan o'ynashlari mumkin",1
i had no immediate response though in retrospect i feel i could have said so many things to convince her to be gentle with the love pony and ride her nice and easy,"Men darhol javob bermadim, lekin orqaga qarab, men uni sevgi poni bilan muloyim bo'lishga va uni chiroyli va oson haydashga ishontirish uchun juda ko'p narsalarni aytishim mumkinligini his qildim.",2
i can feel myself slowly uncoiling from the fearful place inside and enjoying the time as i hope he can enjoy it and starting to actually swim around a bit rather than just walk in the water,"Men o'zimni asta-sekin ichkaridagi qo'rqinchli joydan bo'shab, vaqtdan zavqlanayotganimni his qilyapman, chunki u bundan zavqlana oladi va shunchaki suvda yurishdan ko'ra biroz suzishni boshlaydi.",4
i feel very honored to be among some of the best illustrators nominated this year for a chesley award,Bu yil Chesli mukofotiga nomzod bo'lgan eng yaxshi illyustratorlar qatorida bo'lishdan juda faxrlanaman,1
i feel privileged to be invited in and am treating her hoard with care,Menga taklif etilganimdan o'zimni sharaf deb bilaman va uning xazinasiga ehtiyotkorlik bilan munosabatda bo'laman,1
i get up with max and feel so exhausted that i crawl back upstairs and find sleep for another hour or so but each week i try to make sure i workout days,"Men maksimal bilan o'rnimdan turaman va o'zimni juda charchagan his qilamanki, men yuqoriga emaklab, yana bir soat yoki undan ko'proq uyqu topaman, lekin har hafta mashq kunlarimga ishonch hosil qilishga harakat qilaman.",0
i somehow feel terrified as though if i dare slow down or walk in place to catch my breath billy blanks will jump out of the screen and yell into my face with all his fierceness,"Men qandaydir dahshatga tushib qoldim, go‘yo sekinlashtirsam yoki nafasimni rostlash uchun o‘rnimda yursam, billy blankalar ekrandan otilib chiqib, yuzimga o‘zining shafqatsizligi bilan qichqiradi.",4
i sat down at the table for lunch after proclaiming how amazing i felt considering i started to feel weird,"Men o'zimni g'alati his qila boshlaganimni hisobga olib, o'zimni qanchalik ajoyib his qilganimni e'lon qilgandan so'ng, tushlik qilish uchun stolga o'tirdim.",5
i have two specialties law and mechanical engineering but to say the truth i like better to utilize my knowledge of psychology and languages rather than engineering and feel sure that these capacities are most needed nowadays,"Huquq va mashinasozlik bo'yicha ikkita mutaxassisligim bor, lekin rostini aytsam, men muhandislik emas, balki psixologiya va tillar bo'yicha bilimlarimdan foydalanishni yaxshi ko'raman va bu qobiliyatlar bugungi kunda eng zarur ekanligiga ishonch hosil qilaman.",1
i am feeling melancholy sad depressed ok even angry that this is my second year without my oldest and youngest daughters klysta passed days ago andrea has chosen to not be with her family,"Men o'zimni g'amgin his qilyapman, g'amgin bo'ldim, hatto g'azabdaman, bu mening katta va eng kichik qizlarimsiz ikkinchi yilim bo'lganimdan bir necha kun oldin o'tib ketdi Andrea o'z oilasi bilan birga bo'lmaslikni tanladi",0
im feeling lonely while scott is at work,"Skott ishda bo'lsa, o'zimni yolg'iz his qilyapman",0
i can use the data comparatively to determine whether i am feeling disappointed elated inspired et cetera,Men o'zimni xafa bo'lganimni va boshqalarni aniqlash uchun ma'lumotlardan qiyosiy foydalana olaman,0
im wound a little too tightly for it i remember the paranoid feelings more vividly than the mellow ones,"Men juda qattiq jarohat oldim, men paranoid tuyg'ularni yumshoq his-tuyg'ulardan ko'ra aniqroq eslayman.",1
ill admit that hes a pretty good designer but i feel like hes totally fake,"U juda yaxshi dizayner ekanligini tan olmayman, lekin men uni butunlay soxta deb his qilyapman",0
i who you cant help but feel sympathetic towards is a bit of a geek,"Men kimga yordam bera olmaysiz, lekin unga hamdardlik bildirasiz, bu biroz geek",2
i feel loving me no one but i will be fighting for anyone,"Men hech kimni sevmasligimni his qilyapman, lekin men hech kim uchun kurashaman",2
i am feeling uncertain and insecure and fearful,"Men o'zimni noaniq, ishonchsiz va qo'rqinchli his qilyapman",4
i feel relieved and ready to move on to the next series of challenges that life has to offer,Men o'zimni yengil his qilyapman va hayot taklif qiladigan keyingi qator qiyinchiliklarga o'tishga tayyorman,1
i remember me and my mum crying holding ourselves against a door while he tried to break it down and feeling terrified,Men va onam eshikni sindirmoqchi bo'lganida va qo'rquvdan o'zimizni ushlab yig'laganimizni eslayman,4
i feel like i am kinda being bitchy to alot of people but whatever,"Men o'zimni juda ko'p odamlarga yomon munosabatda bo'lgandek his qilyapman, lekin baribir",3
i feel like drinkin drinkin angry someones gonna die whiskey and beer les paul a href http farm,Men g'azablangan odam ichmoqchi bo'ldim viski va pivo Les Paul a href http farm,3
i was tired of feeling like a helpless victim and stuck in my circumstances and slowly started making changes,Men o'zimni nochor qurbondek his qilishdan charchadim va o'z sharoitimda qolib ketdim va asta-sekin o'zgarishlar qila boshladim.,4
i feel so envious and proud of you at the same time if it is at all possible to feel that way,"Agar shunday his qilish mumkin bo'lsa, men bir vaqtning o'zida sizga juda hasad va faxrlanaman",3
im feeling angry i think i strop about ruffling the air and inflating my position and exaggerating the issue,"Men g'azablanyapman, men havoni chayqash, o'z pozitsiyamni oshirib yuborish va masalani bo'rttirish haqida o'ylayman.",3
i have gradually morphed into someone who feels superior when other peoples kids complain about dinner or dont want to eat their zucchini or are allowed to eat pop tarts or sugary cereal or white bread for breakfast,"Men asta-sekin boshqa xalqlarning bolalari kechki ovqatdan shikoyat qilganda yoki qovoqlarini iste'mol qilishni istamaganda yoki nonushta uchun pop-tarts, shakarli don yoki oq non iste'mol qilishga ruxsat berilganda, men o'zini ustun his qiladigan odamga aylandim.",1
i feel my blood pound up my back and in my ears and i throw up it hurts point blank and period it hurts,Men qonim orqamga va quloqlarimga urilganini his qilyapman va qusganimdan keyin u og'riyapti va og'riyapti,0
ive been feeling disheartened by the young adult genre after quite a few badly written novels but this one has restored my spirit and captured my heart,"Bir nechta yomon yozilgan romanlardan keyin men yosh kattalar janridan tushkunlikka tushdim, lekin bu mening ruhimni tikladi va yuragimni zabt etdi.",0
i feel loving me no one but i will be fighting for anyone pagetype item url http mimedoger,"Men hech kimni sevmasligimni his qilyapman, lekin men hech kim uchun kurashaman pagetype element url http mimedoger",2
i feel at peace relaxed and not anxious or nervous or scared,"Men o'zimni xotirjam his qilyapman, tashvishlanmayman, asabiylashmayman yoki qo'rqmayman",1
i feel so glad that i have a cool mama,Mening onam borligidan juda xursandman,1
ive also made it with both sugar measurements but i feel like cup is just too sweet for me,"Men buni ikkala shakar o'lchovi bilan ham qildim, lekin men chashka men uchun juda shirin ekanligini his qilyapman",2
i feel that your advice is only useful for the people who already believe in it,Men sizning maslahatingiz faqat bunga ishongan odamlar uchun foydali deb o'ylayman,1
i feel im being generous with that statement,Men bu bayonot bilan saxovatli ekanligimni his qilyapman,2
i be able to look them in the face again without feeling awkward,Men o'zimni noqulay his qilmasdan yana ularning yuziga qaray olaman,0
i am trying not to feel so overwhelmed with everything i am trying to make small steps,Men kichik qadamlar qo'yishga harakat qilayotgan hamma narsadan o'zimni haddan tashqari ko'tarmaslikka harakat qilaman,5
i need to be more upfront about how i feel about how im being valued at work,Men ishda qanday baholanayotganimni his qilishim haqida ko'proq ma'lumotga ega bo'lishim kerak,1
i always feel terrible afterwards and even more helpless which is yet another thing perpetuating my depression,"Shundan keyin o'zimni har doim dahshatli his qilaman va bundan ham ojiz bo'laman, bu mening depressiyamni davom ettiradigan yana bir narsa",0
i guess i feel charming and uber comfortable and i feel like a lady,Men o'zimni maftunkor va qulay his qilyapman va o'zimni ayol kabi his qilyapman,1
i am feeling irritable cranky often,Men tez-tez g'azablanaman,3
i moved into uni today and i feel so homesick and lonely and useless and part of mes saying fuck it go home and get a job and sod the degree,"Men bugun universitetga ko'chib o'tdim va o'zimni juda sog'indim, yolg'iz va befoyda his qilyapman va mening bir qismim uyga bor, ishga kir va diplomni qo'y deyapti",0
i didnt want aubrey to feel pressured or rushed into baptism but then i realized that she doesnt need to have a perfect knowledge in order to be baptized,"Men Obrining bosim ostida bo'lishini yoki suvga cho'mishga shoshilishini xohlamadim, lekin keyin suvga cho'mish uchun mukammal bilimga ega bo'lishi shart emasligini angladim.",4
i can also feel the pain along with the characters and in which i also feel devastated and depressive because of all the pain they have to suffer and endure,Men qahramonlar bilan birga og'riqni ham his qila olaman va ular azoblanishi va chidashlari kerak bo'lgan og'riqlar tufayli o'zimni vayronagarchilik va tushkunlik his qilaman.,0
i feel agitated and jumpy and like i just ate a bottle of caffeine pills,Men o'zimni hayajonlangan va asabiylashyapman va xuddi bir shisha kofeinli tabletkalarni iste'mol qilgandekman,4
i think he was feeling playful and lonely cuz he was the only creature in the living room,"Menimcha, u o'zini o'ynoqi va yolg'iz his qilardi, chunki u yashash xonasidagi yagona mavjudot edi",1
i wasnt sure if i could be concerned when there were people around me feeling incredibly apprehensive some turning back while i may as well have been dancing up the cliff face,"Atrofimda odamlar ortga qaytishlaridan nihoyatda qo'rquvga tushganlarida, men ham qoya yuzida raqsga tushayotgan bo'lsam, tashvishlanishimni bilmasdim.",4
i love life feel optimistic and lucky,Men hayotni optimistik va omadli his qilishni yaxshi ko'raman,1
i was in seoul i could help but feel jealous,"men Seulda edim, men yordam bera olardim, lekin rashkni his qilardim",3
i am feeling a little skeptical today,Men bugun biroz shubhalanyapman,4
i cant believe this is the feeling i was so afraid of not disdain or hatred instead its just actual nothingness laced with a small dash of repulsion,"Men bu tuyg'uni mensimaslik yoki nafratlanishdan juda qo'rqqanimga ishonmayman, aksincha uning haqiqiy hechlikligi kichik bir jirkanish bilan bog'langan.",4
i awoke an hour after feeling groggy,Men o'zimni charchaganimdan bir soat o'tgach uyg'ondim,0
i was made to feel like a pathetic piece of shit because i suffer from a mental illness multiple actually,"Men o'zimni achinarli bo'lakdek his qildim, chunki men aslida bir nechta ruhiy kasallikdan aziyat chekaman",0
i must say im not feeling very optimistic,"Aytishim kerakki, o'zimni juda optimistik his qilmayman",1
i still feel like i was somehow one of the family members horribly wronged by the tragic events that have transpired today,Men hali ham bugun sodir bo'lgan fojiali voqealar tufayli qandaydir tarzda oila a'zolaridan biri bo'lganimni his qilyapman.,3
i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,"Bugun men o'zimni jinni his qilyapman, go'yo bugun men do'stlarimning hech biriga ishona olmasligimni angladim.",3
i consider roethisberger stating how he feels the steelers offense should have run to be successful and win the game,"Roethlisbergerning fikricha, o'yinda g'alaba qozonish uchun po'latchilarning hujumi muvaffaqiyatli bo'lishi kerak edi.",1
i feel that stay is important too this word reminds me of a feeling i get sometimes,"Men qolishni ham muhim deb bilaman, bu so'z menga ba'zan his qiladigan tuyg'uni eslatadi",1
i feel like i am supporting households and i only get paid for hours per week,Men o'zimni uy xo'jaliklarini qo'llab-quvvatlayotgandek his qilyapman va haftasiga faqat soatlab maosh olaman,1
i cannot deny that right now i am feeling disillusioned with the avon,Men hozir avondan ko'nglim qolganligini inkor eta olmayman,0
i was too occupied feeling triumphant,Men o'zimni g'alaba qozongandek his qilardim,1
i feel as weird criticizing this game as much as i feel weird praising it,Bu o'yinni tanqid qilish o'zimni maqtash kabi g'alati his qilyapman,4
im feeling at one of my calmer states over the past month which is more than pleasant,"O'tgan oy ichida o'zimni tinchroq holatlarimdan birida his qilyapman, bu juda yoqimli",1
this sounds really predictable and usual but it was absolutely heartrending at the time my first lover i was just rang up one day and announced that he had found another woman i never saw him again and it hurt because i was positive that it was true love,"Bu haqiqatan ham bashorat qilinadigan va odatiy bo'lib tuyuladi, lekin o'sha paytda mening birinchi sevgilim menga bir kun qo'ng'iroq qildi va u boshqa ayolni topganini e'lon qildi, men uni boshqa hech qachon ko'rmadim va bu chinakam sevgi ekanligiga ishonchim komil edi.",0
i feel hopeless and in serious need of encouragement,Men umidsizlikni his qilyapman va jiddiy daldaga muhtojman,0
i feel disappointed impatient frustrated with myself as a guitar player,Men o'zimni gitara chalayotganimdan hafsalasi pir bo'lgan sabrsiz his qilyapman,0
i feel about oprah she is such a draw to women she is friendly has dealt with her struggles openly such as weight and abuse and seems to genuinely care about issues that concern our lives,"Men oprah haqida his qilaman, u ayollarga shunchalik yoqadiki, u do'stona munosabatda bo'lib, og'irlik va zo'ravonlik kabi kurashlarini ochiqchasiga hal qildi va bizning hayotimizni tashvishga soladigan masalalarga chin dildan qayg'uradi.",1
i know how you feel lovely post xx xelliealicex,Men sizni qanday yaxshi his qilayotganingizni bilaman post xx xelliealicex,2
i feel anybody got angry to me in an awkward silence,Noqulay sukunatda kimdir menga g'azablanganini his qilyapman,3
i may not feel it i m sure the wisdom that comes with age will help,"Men buni sezmasligim mumkin, men ishonchim komilki, yosh bilan kelgan donolik yordam beradi",1
i want to please him but i feel resentful that he doesn t get how exhausted i feel all the time and how painful it is for me when i m not warmed up properly,"Men uni xursand qilishni xohlayman, lekin u har doim o'zimni qanchalik charchaganini his qilmayotganidan xafa bo'ldim va to'g'ri isitilmaganimda bu men uchun qanchalik og'riqli bo'ladi",3
i pretty much have everything in place to feel terrific going into this affair,Menda bu ishda ajoyib his qilish uchun hamma narsa bor,1
i feel a mad connection with your body and this is how i decided to kick off side a,Men sizning tanangiz bilan aqldan ozgan aloqani his qilyapman va men a tomonini shunday boshlashga qaror qildim,3
i feel convinced that i am an annoyance to them,Men ular uchun bezovta ekanligimga ishonchim komil,1
i stopped feeling intimidated when looking at a wod i guess that means i am learning how to find a right balance where to scale down and where to push harder,"Vodga qaraganimda qo'rquvni his qilishni to'xtatdim, menimcha, bu men qanday qilib to'g'ri muvozanatni topishni o'rganyapman degani, qayerda miqyosni kamaytirish va qayerda qattiqroq bosishni o'rganyapman",4
i left feeling hopeful given i had felt some really good twinges releases aaaaaaand,Men ba'zi juda yaxshi twinges relizlar aaaaaa va his qilgan berilgan umid tuyg'u tark,1
i wont do it anymore i wont allow myself to be stressed and feeling rushed and like its all a race to be better and one up,"Men endi buni qilmayman, o'zimni stress va shoshqaloq his qilishimga yo'l qo'ymayman va bu hammasi yaxshiroq va bir bo'lish uchun poyga kabi",3
i read after watching the film argued that it makes sense for its author to feel so offended by the changes from the truth that were made in the film as it is being used in an attempt to effect real life verdicts,"Men filmni tomosha qilganimdan so'ng o'qidim, uning muallifi filmdagi haqiqat o'zgarishlaridan juda xafa bo'lishi mantiqiy, chunki u haqiqiy hayot hukmlarini amalga oshirishga urinishda ishlatilgan",3
i feel at this point i ought to just add my sincere apologies to her for taking so long to commit my tag to my blog and hand over the baton to someone else to run with,Men o'zimning blogimga o'z tegimni qo'shishga va yugurish uchun tayoqni boshqa birovga topshirishga uzoq vaqt ketgani uchun undan chin dildan uzr so'rashim kerak deb o'ylayman.,1
i know both of them feel threatened by the job i do even after long years but i get really tired of the ganging up i get from them,"Bilamanki, ularning ikkalasi ham uzoq yillar o'tgandan keyin ham ishimdan xavf tug'diradi, lekin men ulardan olgan janjallardan juda charchadim",4
i was trying to be a friend to him so that he wouldnt feel rejected by me,"Men unga do'st bo'lishga harakat qilardim, shunda u mendan rad etilganligini his qilmasin",0
i slept and woke up feeling much better as if i had come out of a foggy haze the headache had subsided and the shakiness was gone,"Men uxladim va uyg'ondim, xuddi tumanli tumandan chiqqanimdek, bosh og'rig'i pasaygan va titroq yo'qolgan edi.",1
im also pretty close to just exiting out of the window because i feel like this makes me look freakishly neurotic,"Men ham derazadan chiqib ketishga juda yaqinman, chunki bu meni juda nevrotik ko'rinishga olib keladigandek his qilyapman",4
i have a feeling they ll think it s dumb so i d rather just do this on my own for a while,"Men ular buni ahmoq deb o'ylashlarini his qilyapman, shuning uchun men buni bir muncha vaqt o'zim qilganim ma'qul.",0
staying alone in the biology building after the dark,qorong'i tushgandan keyin biologiya binosida yolg'iz qolish,4
i told him that it was because living with wyatt makes me feel like bowie living with iman here is this gorgeous long limbed ebony creature striding here lounging there,"Men unga aytdimki, u vayatt bilan yashash meni iymon bilan yashayotgan bouidek his qilishiga sabab bo'lgan bu ajoyib uzun oyoqli qora jonzot bu yerda cho'zilib yotibdi.",1
ive come home for the holidays i feel so much more mellow,"Men dam olish uchun uyga keldim, o'zimni ancha yumshoq his qilyapman",1
i feel badly about something that makes me really happy,Meni haqiqatan ham baxtli qiladigan narsa haqida o'zimni yomon his qilyapman,1
i do not even feel any of it it is just students being passionate and hardworking about their own personal project,"Men buni hatto his qilmayman, bu shunchaki talabalar o'zlarining shaxsiy loyihalari uchun ishtiyoqli va mehnatsevarliklari",1
i suppose that is how a lot of things feel when you are not feeling well,"O'ylaymanki, o'zingizni yaxshi his qilmaganingizda ko'p narsa shunday bo'ladi",1
im feeling a little disillusioned about vision therapy lately,Men so'nggi paytlarda ko'rish terapiyasidan biroz umidsizlikka tushdim,0
i feel about gift cards they re after thoughts and rude,Men sovg'a kartalari haqida o'ylayman va qo'pol o'ylayman,3
i have been staying in the word and memorizing scripture and through this i feel that god is showing me just how ugly my heart is,"Men so'zda qolib, Muqaddas oyatlarni yodlab oldim va shu orqali xudo menga yuragim qanchalik xunuk ekanligini ko'rsatayotganini his qilyapman.",0
i love shopping on sites where i feel welcomed maybe its the phrases the story the images the extra services,"Men o'zimni mamnuniyat bilan kutib olgan saytlarda xarid qilishni yaxshi ko'raman, ehtimol bu iboralar, hikoyalar, tasvirlar, qo'shimcha xizmatlar",1
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,"Men o'zimni juda qiynoqqa solaman, chunki men ishlayman va ko'pincha ilhom ishda bo'ladi",3
i am feeling rather bitter and rather defeated over a multitude of subjects but lets talk about the main one,"Men o'zimni juda achchiq his qilyapman va juda ko'p mavzularda mag'lub bo'lyapman, lekin asosiysi haqida gapiraylik",3
i pray every day for our little ones to feel safe loved protected and chosen,Men har kuni kichkintoylarimiz himoyalangan va tanlanganini xavfsiz his qilishlari uchun ibodat qilaman,1
i know you are stronger than me for anythings else in you life and you can heal so faster like right now i think you already feel ok about it,"Bilaman, siz hayotingizdagi hamma narsada mendan kuchliroqsiz va siz hozirdagidek tezroq tuzalishingiz mumkin, menimcha, siz allaqachon bu borada o'zingizni yaxshi his qilasiz.",1
i hurt went on and found someone more worthwhile so why when i cast my mind back to those times does it still make me feel ashamed,"Men xafa bo'ldim va undan qimmatroq odamni topdim, shuning uchun nega men o'sha vaqtlarga qaytganimda, bu hali ham meni uyaladi",0
i feel ungrateful too,Men ham o'zimni noshukur his qilyapman,0
i consulted my aunt a doctor partially because i wanted counsel without copay but mostly because i had a feeling my doctors would be skeptical,"Men xolamga qisman shifokorga murojaat qildim, chunki men to'lovsiz maslahat olishni xohlardim, lekin asosan shifokorlarim shubha bilan qarashlarini his qilganim uchun",4
i feel very honoured to be part of our fabulous team,Men bizning ajoyib jamoamizning bir qismi bo'lishdan juda faxrlanaman,1
i feel nervous i dont feel super confident that i have it until i have the trophy,"Men asabiy his qilyapman, men kubokni qo'lga kiritmagunimcha, menda unga ega ekanligimga ishonchim komil emas",4
i feel i learn more when things dont turn out perfect,Ishlar mukammal bo'lmaganda ko'proq o'rganayotganimni his qilyapman,1
i go further let me tell you why i feel unhappy,"Men oldinga boraman, nima uchun o'zimni baxtsiz his qilayotganimni aytaman",0
im feeling kind of lonely right now even though i just talked to jack sarah and a lot of my other friends,"Jek Sara va boshqa ko'plab do'stlarim bilan gaplashgan bo'lsam ham, hozir o'zimni yolg'iz his qilyapman",0
im expecting good things from confessions of a wedding planner i have a feeling some stories about bridezillas and naughty grooms are likely to feature what do you think,"Men to'yni rejalashtiruvchining e'tiroflaridan yaxshi narsalarni kutyapman, menda kelinlar va yaramas kuyovlar haqidagi ba'zi hikoyalar nima deb o'ylaysiz?",2
i feel there was something divine happening there,Men u erda ilohiy narsa sodir bo'layotganini his qilyapman,1
i feel so thankful i have been able to figure out ways to get around or deal with most of these minor side effects and that i have not dealt with anything too serious,Men ushbu kichik nojo'ya ta'sirlarning ko'pchiligini aylanib o'tish yoki engish yo'llarini topa olganim uchun juda minnatdorman va men juda jiddiy narsa bilan shug'ullanmaganman,1
i have been conveniently uninformed of the specifics of the situation i am left feeling helpless and wanting more than ever to get away,Men vaziyatning o'ziga xos xususiyatlaridan bexabar edim va o'zimni nochor his qildim va har qachongidan ham uzoqlashishni xohlayman,4
i guess just like a porn star looking at a inch rubber dong i m feeling a bit hesitant about the whole thing,"Men xuddi porno yulduzning bir dyuymli kauchuk dongga qaraganiga o'xshayman, men hamma narsa haqida biroz ikkilanyapman",4
i feel like tna missed a trick not keeping the tag team of crimson and amazing red alive,"Men tna qip-qizil va hayratlanarli qizil yorliqlar jamoasini saqlab qolish uchun emas, balki bir hiyla o'tkazib yuborilgan kabi his qilaman",0
